sentence_index	sentence
10544	dhah praab lahm ihz dhaet faor dhah mowst paart , dhah fihlm ihz dehd liy dahl .
10545	hhaen dahld ker ehk tliy , wayld ehs pley ihz ah mae ster piys ahv eh lah gahnt wiht ahnd aar tah fihs .
10546	hhiyr , ah laes , iht kah laep sihz layk aen ow ver kuhkt soufflã© .
10547	`` ser ao rah tiy boyz '' waaz fah niy er , ahnd dhaet muw viy waaz prih tiy baed .
10548	ah bah zaar piys ahv werk , wihdh preh mihs ahnd day ah laog aet dhah leh vahl ahv kihdz ' teh lah vih zhahn ahnd plaat threhdz aez mer ows aez tiyn prehg nahn siy , reyp ahnd sah spehk tahd mer der
10549	paol bettany ihz guhd aet biy ihng dhah ultra-violent gaeng ster waa nah biy , baht dhah muw viy ihz ser tahn liy naat nahm ber 1 .
10550	iht ehs ah gaeg dhaet ehs waorn ah biht thihn ow ver dhah yihrz , dhow duw n't aesk stihl fayndz ah fyuw chah kahlz .
10551	aen ahp lihf tihng draa mah ... waht antwone fih sher ihz n't , hhaw eh ver , ihz er ih jhah nahl .
10552	ao fahn lay kah bahl , baht jhahst aez ao fahn iht ehs miy aen der ihng , low aan eh ner jhiy , ahnd tuw iy ger tuw biy kwer kiy aet mow mahnts wehn ah lih tahl old-fashioned stao riy teh lihng wuhd kahm ihn hhaen diy .
10553	ser tahn tuw biy dih stey stfahl tuw chihl drahn ahnd ah dahlts ah layk , eyt krey ziy nayts ihz ah tow tahl mih sfay er .
10554	ih lae braht speh shahl ih fehkts teyk sehn ter skriyn , sow dhaet dhah hhyuw mahn stao riy ihz puhsht tuw wahn sayd .
10555	show taym ihz n't paar tih kyah ler liy ah saol tihv , baht iht kaen stihl meyk yuw fiyl dhaet yuw neh ver waant tuw siy ah nah dher kaar cheys , ihk splow zhahn aor gahn fayt ah gehn .
10556	aol dhah kae rihk terz aar klih nih kah liy dih prehst ahnd hhaev ah baen dahnd dhehr slihm hhowps ahnd driymz .
10557	dhihs tahk siy dow ... shuhd hhaev bihn sehnt baek tuw dhah tey ler faor sahm mey jher aol ter ey shahnz .
10558	ay hhaev now praab lahm wihdh `` dih fah kahlt '' muw viyz , aor muw viyz dhaet aesk dhah aa diy ahns tuw miyt dhehm hhaef wey ahnd kah nehkt dhah daats ihn stehd ahv hhae vihng thihngz aol spehld awt .
10559	baht ferst , yuw hhaev tuw gihv dhah aa diy ahns ah riy zahn tuw waant tuw puht faor dhaet eh fert
10560	bihn dhehr , dahn dhaet ... ah thaw zahnd taymz aol reh diy , ahnd beh ter .
10561	waht ehs mowst ah fehn sihv ihz n't dhah weyst ahv ah guhd kaest , baht dhah fihlm ehs dih nay ahl ahv sihn sihr griyf ahnd maor nihng ihn fey ver ahv bow gahs spih rih chah wah lihzm .
10562	sahngk bay wey tuw mahch ihn dahl jhahns ahv scene-chewing , teeth-gnashing actorliness .
10563	faenz ahv plihmp tahn ehs shaorts mey maar jhah nah liy ehn jhoy dhah fihlm , baht iht ihz dawt fahl dhihs lih stlahs fiy cher wihl wihn hhihm eh niy nuw vyuw erz .
10564	bae rahlz ah laong aet dhah staart bih faor bih kah mihng mayrd ihn sehn tah mehn tae lih tiy .
10565	nahn ahv dhihs sawndz praa mah sihng ahnd , ihn diyd , dhah ferst hhaef ahv ser ao rah tiy boyz ihz aez ah pao lihng aez eh niy ` kaa mah diy ' tuw eh ver spihl frahm ah prah jhehk ter ehs lehnz .
10566	dhah kaynd ahv muw viy dhaet liyvz veyg ihm preh shahnz ahnd ah nae stiy aef ter teyst baht lih tahl klihr meh mer iy ahv ihts aa per ey shah nahl mah kae nihks .
10567	` punch-drunk lahv ihz sow kahn vihnst vihnst ahv ihts own brihl yahns dhaet , ihf iht wer ah per sahn , yuw 'd waant tuw smaesh ihts feys ihn . '
10568	aet wahns ow ver liy old-fashioned ihn ihts sudsy plaa tihng ahnd heavy-handed ihn ihts eh fert tuw maa der nayz iht wihdh encomia tuw dih ver sah tiy ahnd taa ler ahns .
10569	dhah trae shiy teen-sleaze ihk wih vah lahnt ahv show gerlz .
10570	wayl dhah prah dahk shahn dih teylz aar lae vihsh , fihlm hhaez lih tahl ihn sayt ihn tuw dhah hhih stao rih kahl pih riy ahd ahnd ihts aar tihsts , paar tih kyah ler liy ihn hhaw saend dih veh lahpt ah now tao riy ahs reh pyah tey shahn .
10571	ah kraes ahnd ihn sahl tihng aa mahjh tuw greyt fihlmz layk sahm layk iht hhaat ahnd dhah jhaan weyn klae sihks .
10572	waht ehs dhah mowst paa zah tihv thihng dhaet kaen biy sehd ah bawt dhah nuw raab shnay der viy hhih kahl ?
10573	wehl , iht ehs naat aez pah theh tihk aez dhah ae nah mahl .
10574	wihdh aol dhah sihm pah thiy , ehm pah thiy ahnd pih tiy fogging ahp dhah skriyn ... hhihz siy kraht layf ehn terz dhah laend ahv ah nihn tehn shah nahl meh lah draa mah ahnd tay er sahm lahv tray aeng gahlz .
10575	dhah praab lah mae tihk kae rihk terz ahnd ow ver liy kahn viy nyahnt plaat twihsts fawl ahp shahm ehs guhd ihn tehn chahnz .
10576	waht ` bleyd rah ner ' wuhd 've luhkt layk aez ah low-budget sih riyz aan ah uhf chae nahl .
10577	hhaez aol dhah vael yuwz ahv ah straight-to-video muw viy , baht bih kaoz iht hhaez ah bigger-name kaest , iht gehts ah fuhl thiy ae trih kahl riy liys .
10578	wihdh ihts lae kah dey zih kahl plaa tihng ahnd maynd lahs aek shahn , aol ah bawt dhah benjamins ih vowks dhah baa tahm tiyr ahv blaxploitation flihks frahm dhah 1970s .
10579	iht neh ver kwayt meyks iht tuw dhah boy lihng poynt , baht mae nih jhihz tuw sah steyn ah guhd sih mer faor mowst ahv ihts rah nihng taym .
10580	lawd , sih liy , stuw pahd ahnd poyn tlahs .
10581	maen dahl hhaa lahnd ehs der ehk shahn ihz ah nihn spay erd , ahnd hhihz scripting ahn ser pray zihng , baht dhah per faor mahn sahz bay fay fer ahnd blaek aar ahl tah maht liy wih nihng .
10582	yuw 'll faynd yer sehlf wih shihng dhaet yuw ahnd dhey wer ihn ah nah dher muw viy .
10583	ah yawn-provoking lih tahl faarm meh lah draa mah .
10584	dihd now wahn aan dhah seht hhaev ah sehns ahv hhyuw mer , aor dihd dhey naat hhaev dhah nerv tuw spiyk ahp ?
10585	sih riy ah sliy , rehnt dhah dihz niy ver zhahn .
10586	aez dey vihd leh ter mahn ahnd dhah ah nyahn hhaev pruw vahn , dhah werst ahv trae jhah diyz kaen biy fer tahl saor sahz ahv hhyuw mer , baht lao rahns hhaez own liy ah fliy tihng graesp ahv hhaw tuw dih veh lahp dhehm .
10587	layk ihts per eyd ahv preh dah seh serz , dhihs hhae lah wiyn ihz ah gao riy slash-fest .
10588	iht kah n't ih skeyp ihts paest , ahnd iht dahz n't waant tuw .
10589	`` ah baen dahn '' wihl liyv yuw waan tihng tuw ah baen dahn dhah thiy ah ter .
10590	praab lahm ihz , wiy hhaev now ay diy ah waht ihn kriy ey shahn ihz gow ihng aan .
10591	ah live-action kaar tuwn , ah fast-moving ahnd chihr fah liy sihm plih stihk 88 mih nahts ahv ihg zae jher ey tahd aek shahn puht tah geh dher wihdh dhah priy tiyn boy ihn maynd .
10592	ah lowk wey shahs ahnd drih riy piys ahv bihz nahs .
10593	waht dhah aa diy ahns fiylz ihz ihg zaos chahn , frahm waa chihng ah muw viy dhaet ihz daark -lrb- daark griyn , tuw biy ihg zaekt -rrb- , saw er , blah diy ahnd miyn .
10594	der ehk ter hhaof mahn , hhihz ray ter ahnd klayn ehs ey jhahnt shuhd serv dih tehn shahn
10595	dodgy mihks cher ahv kyuwt siy row maens , daark sae tay er ahnd mer der mih ster iy .
10596	mah tih kyah lah sliy mawn tahd , exasperatingly well-behaved fihlm , wihch tihks aof kahlo ehs layf taym mayl stownz wihdh dhah duw tiy fahl priy sih zhahn ahv ah taeks ah kawn tahnt .
10597	taym ahv fey ver kuhd hhaev gih vahn aa diy ahn sahz dhah taym ahv dey bay kaan sahn trey tihng aan dhah eh lah mahnts ahv ah rih viy lihng ey liy ah ney shahn ah mahng ah kahl cher ahv piy pahl hhuw saed liy aar aet hhaa stahl aadz wihdh wahn ah nah dher thruw rehk lah snahs ahnd riy tae liy ey shahn .
10598	ay ahm naat shuhr wihch wihl teyk laong ger tuw hhiyl : dhah wehlt aan jhaa niy naak svihl ehs stah mahk frahm ah riot-control prah jhehk tahl aor may own taor cherd say kiy .
10599	wayl ser vihng seh rah dahz hhaev ah laong wey tuw gow bih faor iht riy chahz dhah leh vahl ahv crudity ihn dhah ley tahst ao stahn paw erz ehk strae vah gaen zah , dhehr ehs nah thihng hhiyr tuw maech dhaet muw viy ehs ihn ter mih tahnt mow mahnts ahv ihn sper ey shahn .
10600	ay ahm naat shuhr wihch ihz wers : dhah puwr aek tihng bay dhah aan saam bahl kaest , dhah flaet day ah laog bay vihn sahnt aar nebrida aor dhah gaht lehs der ehk shahn bay lao rihs gih lahn .
10601	dhah own liy riy zahn yuw shuhd siy dhihs muw viy ihz ihf yuw hhaev ah keys ahv mae sah kih zahm ahnd aen aw er ahnd ah hhaef tuw blow .
10602	wah teh ver ah bawt waor nihng kihdz ah bawt dhah deyn jherz ahv ouija baordz , sahm wahn shuhd dih spehns dhah seym aed vays tuw fihlm der ehk terz .
10603	aez wihdh sow meh niy merchandised-to-the-max muw viyz ahv dhihs tayp , maor taym ah pihrz tuw hhaev gaon ihn tuw rah kruw tihng dhah rayt baendz faor dhah playlist ahnd dhah costuming ahv dhah staarz dhaen ihn tuw dhah skrihpt , wihch hhaez ah hhaend fuhl ahv smaart jhowks ahnd naat mahch ehls .
10604	dhah irwins ' siynz aar fae sah ney tihng ; dhah muw viy aez ah hhowl ihz chiyp jhahngk ahnd aen ihn sahlt tuw dhehr death-defying eh ferts .
10605	ihf ruw tiyn aek shahn ahnd jhowks layk dhihs aar yaor kahp ahv tiy , dhehn pey yaor $ 8 ahnd geht reh diy faor dhah bihg shihr .
10606	dhihs ihz wahn baaaaaaaaad muw viy .
10607	ah maen liy vihng dhah skriy nihng sehd dhah fihlm waaz beh ter dhaen sey vihng pray vaht ray ahn .
10608	hhiy mey hhaev mehnt dhah ihn ter neht shaort sey vihng ray ahn ehs pray vahts .
10609	baht windtalkers dahz n't biyt dhaet wahn , iy dher .
10610	mey pah zahl hhihz mowst aar dahnt faenz .
10611	staarts aez ah taart lih tahl leh mahn draap ahv ah muw viy ahnd ehndz ahp aez ah bih ter pihl .
10612	wiy neh ver fiyl eh niy thihng faor dhiyz kae rihk terz , ahnd aez ah rih zahlt dhah fihlm ihz bey sihk liy jhahst ah kyuh riy aa sah tiy .
10613	dhowz ahn fah mihl yer wihdh maor mahn trah dih shahnz mey faynd dhah sihng gahlz waord ah key zhah nah liy bih wihl der ihng .
10614	rih chiy mey naat hhaev ah naa vahl thaot ihn hhihz hhehd , baht hhiy nowz hhaw tuw powz mah daa nah .
10615	dhah stao riy , tah chihng dhow iht ihz , dahz naat kwayt hhaev ih nahf ih mow shah nahl reh zah nahns aor ver ay ah tiy ahv ihn sah dahnt tuw sah steyn ah fiy cher , ahnd iy vihn aet 85 mih nahts iht fiylz ah biht laong .
10616	fiylz layk dhah werk ahv aen aar tahst hhuw ihz sihm pliy tay erd -- ahv fay tihng dhah seym fayts , ahv pah tihng dhah weyt ahv dhah werld aan hhihz showl derz , ahv pley ihng wihdh nae rah tihv faorm .
10617	wayl yuw hhaev tuw ahd miht iht ehs semi-amusing tuw waach raa bert dih nih row behlt awt `` wehn yuw 're ah jheht , yuw 're ah jheht aol dhah wey , '' iht ehs iyk wah liy dih stey stfahl tuw waach hhihm sihng dhah lih rihks tuw `` tah nayt . ''
10618	dhah hhowl mehs boylz dawn tuw ah traen speh rahn tliy hhih pah krih tih kahl werk dhaet fiylz aez dhow iht ehs tray ihng tuw seht dhah wih mahn ehs lih ber ey shahn muwv mahnt baek 20 yihrz . '
10619	... dhah kaest paor treyz dhehr kaar tuwn kawn ter paarts wehl ... baht kwayt fraeng kliy , scoob ahnd shaeg duw n't iyt ih nahf duh rihng dhah fihlm . '
10620	maor ahv dhah seym owld gaar bihjh hhaa liy wuhd hhaez bihn tray ihng tuw paes aof aez aek sehp tah bahl tiyn ehn ter teyn mahnt faor sahm taym naw .
10621	tiy viy skit-com mah tih riy ahl fer vahn tliy dah paa zih tihd aan dhah bihg skriyn .
10622	-lrb- jhaa niy tuw ahnd way kaa fai aar -rrb- shuhr tuw faynd aen ihn thuw ziy ae stihk aa diy ahns ah mahng ah meh rah kahn action-adventure bahfs , baht dhah fihlm ehs ihn trahsts mey biy tuw neh row tuw ah traekt krao sow ver vyuw erz .
10623	ihf dhehr waaz eh ver ah muw viy wehr dhah ahp biyt ehn dihng fiylz layk ah copout , dhihs ihz dhah wahn .
10624	iht ehs aez saa riy ah mehs aez ihts der ehk ter ehs day ah baa lih kahl dey byuw , maed kawz .
10625	eh niy ah tehmpts tehmpts tehmpts aet nuw aans gih vahn bay dhah key pah bahl kaest ihz drawnd awt bay der ehk ter jhaan per diy ehs slehjh hhae mer saep .
10626	ihts aa dey shahs aem bih shahnz sae bah taazhd bay paam paa sih tiy , stiy vahn sow der berg ehs speys aa prah ih mer jhihz aez ah nah mihng liy dahl ihk spih riy ahns .
10627	dih spayt sahm straong per faor mahn sahz , neh ver ray zahz ah bahv dhah leh vahl ahv ah telanovela .
10628	dhihs ihz ah pihk cher dhaet maik , dhah fay er braend ternd sae viy aed maen , wuhd biy ehn viy ahs ahv : iht hijacks dhah hhiyt ahv reh vah luw shahn ahnd ternz iht ihn tuw ah seylz tuwl .
10629	fiylz slayt , aez ihf iht wer aen ihk stehn dahd shaort , aol biy iht wahn meyd bay dhah smaar tahst kihdz ihn klaes .
10630	ahn spiy kah bahl , ahv kaors , behr liy bih gihnz tuw dih skrayb dhah plaat ahnd ihts kaam plah key shahnz .
10631	vahl ger ihz tuw aap tah mih stihk ah tay tahl .
10632	dhah aek terz puhl awt aol dhah staaps ihn nihr liy eh ver iy siyn , baht tuw dih mih nih shihng ih fehkt .
10633	dhah kae rihk terz neh ver cheynjh .
10634	ihf dhah laest maen wer dhah laest muw viy lehft aan erth , dhehr wuhd biy ah toss-up biht wiyn prih zay dihng ow ver dhah ehnd ahv sih nah mah aez wiy now iht ahnd ah nah dher nayt ahv dih layt fahl hhaend shae dowz .
10635	wehlz groupie\/scholar piy ter bogdanovich tuhk ah laong taym tuw duw iht , baht hhiy ehs fay nah liy prah vay dahd hhihz own braod sayd aet pahb lih shihng jhay ahnt wihl yahm raen daalf hherst .
10636	meyks dhah seym mih steyk aez dhah myuw zihk ihn dah striy iht krih tih say zihz , bih kah mihng sow slihk ahnd watered-down iht aol mowst luw zahz waht meyd yuw lahv iht ihn dhah ferst pleys .
10637	iy vihn aez ay vael yahn tliy strah gahld tuw rih meyn ihn trah stahd , aor aet liyst kaan shahs , ay kuhd fiyl may ay lihdz ... geh tihng ... veh riy ... hheh viy ...
10638	ah baed muw viy dhaet hhae pahnd tuw guhd aek terz .
10639	bowsts eye-catching aart der ehk shahn baht hhaez ah faor sfah liy kwer kiy town dhaet kwihk liy wehrz awt ihts lih mah tahd wehl kahm .
10640	skriy nray ter daen shnay der ahnd der ehk ter shaon leh viy sahb stah tuwt vaal yuwm ahnd pray meh riy kah lerz faor hhyuw mer ahnd bayt .
10641	oversexed , aet taymz ow ver raot comedy\/drama dhaet ao ferz lih tahl ihn sayt ihn tuw dhah ihk spih riy ahns ahv biy ihng faor tiy , fiy meyl ahnd sihng gahl .
10642	dhaet sahch ah hhao rah bahl muw viy kuhd hhaev sprahng frahm sahch ah greyt wahn ihz wahn ahv dhah yihr ehs werst sih nah mae tihk trae jhah diyz .
10643	iht aol staarts tuw smaek ahv ah hhaal maark hhaol ahv feym , wihdh ah fyuw faor leh ter werdz thrown ihn dhaet aar jheh ner ah liy naat hherd aan teh lah vih zhahn .
10644	rehr liy hhaez ah fihlm ehs tay tahl servd sahch dayr waor nihng .
10645	ihf yuw sao benigni ehs pih now kiy ow aet ah pahb lihk paark , yuw 'd graeb yaor kihdz ahnd rahn ahnd dhehn praa bahb liy kaol dhah pah liys .
10646	dhah ae nah mey shahn ihz kaam pah tihnt , ahnd sahm ahv dhah gaegz aar kwayt fah niy , baht jhow nah ... neh ver sheyks dhah ah preh sihv , mao rah liy suw pih riy er good-for-you kwaa lah tiy dhaet aol mowst ao tah mae tihk liy ah kahm pah niyz day daek tihk ehn ter teyn mahnt .
10647	dhah peys ahv dhah fihlm ihz veh riy slow -lrb- faor aab viy ahs riy zahnz -rrb- ahnd dhaet tuw bih kahmz off-putting .
10648	mih ster wollter ahnd mihz seldhal gihv straong ahnd kahn vihn sihng per faor mahn sahz , baht niy dher riy chahz ihn tuw dhah diy pahst riy seh sahz ahv dhah keh rihk ter tuw ah nerth dhah kwey kihng eh sahns ahv pae shahn , griyf ahnd fihr .
10649	shey fer ehs fiy cher dahz n't ao fer mahch ihn termz ahv plaat aor aek tihng .
10650	ihn hhihz rowl ahv ahb zer ver ahv dhah siyn , lao rahns sawndz way niy ahnd dih fehn sihv , aez ihf hhihz life-altering ihk spih riy ahn sihz meyd hhihm bih ter ahnd lehs mah chuhr .
10651	-lrb- tiy -rrb- hhiy ay diy ahz ahv reh vah luw shahn # 9 aar maor kahm peh lihng dhaen dhah ehk sah kyuw shahn
10652	dhah fihlm dihd n't kahn vihns miy dhaet kael vahn jr. ehs baar ber shaap reh prah zehnts sahm saort ahv biy kahn ahv hhowp ihn dhah mih dahl ahv shah kaa gow ehs sawth sayd .
10653	waht hhae pahnz wehn sahm thihng gowz bahmp ihn dhah nayt ahnd now baa diy kehrz ?
10654	dih spayt sahm kaa mihk spaarks , wehl kahm tuw collinwood neh ver kae chahz fay er .
10655	der ehk ter jhaorjh hickenlooper hhaez hhaed sahm sahk sehs wihdh daa kyah mehn ter iyz , baht hhiyr hhihz sehns ahv stao riy ahnd hhihz jhuw vah nahl kae mer ah muwv mahnts smaek ahv ah fihlm skuwl ahn der graed , ahnd hhihz maod lihn ehn dihng mayt naat hhaev gaa tahn hhihm ihn tuw fihlm skuwl ihn dhah ferst pleys .
10656	showz mow mahnts ahv praa mahs baht ahl tah maht liy sah kahmz tuw kliy sheyz ahnd paet stao riy teh lihng .
10657	iy vihn aek sehp tihng dhihs ihn dhah rayt freym ahv maynd kaen own liy prah vayd iht wihdh sow mahch liy nyahn siy .
10658	sahm baa diy ihz ah shey kiy , ahn ser tahn fihlm dhaet neh ver dhah lehs tah chahz ah fyuw raa nervz .
10659	aol dhah smaol mow mahnts ahnd flaesh baeks duw n't aed ahp tuw mahch maor dhaen trayt aab zer vey shahnz aan dhah hhyuw mahn kahn dih shahn .
10660	-lrb- ah -rrb- steyl riy trehd ahv dhah '53 er ih jhah nahl .
10661	wahn thihng ehs faor shuhr -- ihf jhaorjh row meh row hhaed der ehk tahd dhihs muw viy , iht wuhd n't hhaev tey kahn dhah prow tae gah nahsts ah fuhl aw er tuw dah ter mahn dhaet ihn aor der tuw kihl ah zaam biy yuw mahst shuwt iht ihn dhah hhehd .
10662	faor daens completists own liy .
10663	sprehdz iht sehlf tuw thihn , liy vihng dhiyz aek terz , aez wehl aez dhah mehm berz ahv dhah kaa myuwn , shaort ahv prow fawnd keh rahk ter ih zey shahnz
10664	iht wuhd n't mae ter sow mahch dhaet dhihs eh rah gahnt rih cherd pray er waa nah biy ehs ruw tiyn ihz ah fehn sihv , pyuw riyl ahnd unimaginatively foul-mouthed ihf iht waaz aet liyst fah niy .
10665	dhah low kael ... rih meynz faar maor ihn trah stihng dhaen dhah stao riy aet hhaend .
10666	yow , iht ehs dhah deyz ahv aw er lihvz miyts ih lehk trihk boogaloo .
10667	ay laykt dhah er ih jhah nahl shaort stao riy baht dhihs muw viy , iy vihn aet aen aw er ahnd twenty-some mih nahts , iht ehs tuw laong ahnd iht gowz now wehr .
10668	dhihs lih tahl fihlm ihz sow slah vahn liy dahn , sow prih mah tihv ihn tehk niyk , dhaet iht kah n't rih liy biy kaold ae nah mey shahn .
10669	meyks 98 mih nahts fiyl layk thriy aw erz .
10670	hhaok ehs fihlm , ah bao rihng , priy tehn shahs weyst ahv nihr liy tuw aw erz , dahz n't tehl yuw eh niy thihng ihk sehpt dhaet dhah chehl siy hhow tehl tah dey ihz paa pyah ley tahd bay way niy , pah theh tihk , staar vihng ahnd untalented artistes .
10671	ah spay erz tuw dhah kraekt luw nah siy ahv dhah aed vehn cherz ahv buckaroo banzai , baht thaengks thaengks tuw aen ah staa nih shihng liy wiht lahs skrihpt ehndz ahp maor layk dhah aed vehn cherz ahv faord fairlane .
10672	real-life straong maen ae hhah lah laeks dhah ker ihz mah ahnd ah bih lah tiy tuw kae riy dhah fihlm aan hhihz aed mih tihd liy braod showl derz .
10673	dhah tay tahl , ah lown , shuhd skehr eh niy seyn per sahn ah wey .
10674	low kaa mah diy dahz n't kahm mahch low er .
10675	ah prow priy iht liy sih nih kahl sow shahl kaa mahn teh riy ah sayd , # 9 neh ver kwayt ihg nayts .
10676	iht ehs kraep aan ah liysh -- faar tuw pah layt tuw skeyl dhah luw nah tihk hhayts ahv jhow daan tey ehs sih mah ler liy stayld grehm lahnz .
10677	wahn ahv dhah mowst dih preh sihng movie-going ihk spih riy ahn sihz ay kaen thihngk ahv ihz tuw siht thruw ah bawt 90 mih nahts ahv ah sow kaold ` kaa mah diy ' ahnd naat laef wahns .
10678	dhihs ihz dhah kaynd ahv muw viy wehr dhah bihg siyn ihz ah maen shaat awt ahv ah kae nahn ihn tuw ah vaet ahv ays kriym .
10679	leht ehs feys iht -- dhehr aar n't meh niy riy zahnz eh niy wahn wuhd waant tuw siy krao srowdz ihf dhey 're naat bihg faenz ahv tiyn paap kih tahn britney spihrz .
10680	ah lawd , braesh ahnd meyn liy unfunny hhay skuwl kaa mah diy .
10681	aen ihk sehp shah nah liy drih riy ahnd ow ver raot biht ahv werk , eh ver iy biht aez ihm pih riy ahs aez kaet sahn berg ehs dhah prihns ahv iy jhahpt frahm 1998 .
10682	dhah muw viy ihz sow reh sah luwt liy kaa bahld tah geh dher awt ahv owl der muw viyz dhaet iht iy vihn yuw sahz ah tow tah liy ahn neh sah seh riy prow laag , jhahst bih kaoz iht siymz ahb lih gah tao riy .
10683	dhah muw viy ehs vih zhahn ahv ah wayt ah meh rah kahn ziy lah sliy spreh dihng ah pyuh rah tae nih kahl braend ahv krihs chiy ae nih tiy tuw sawth siyz ay lahn derz ihz wahn own liy ah truw bah liy ver kuhd reh lihsh .
10684	meyd ihn maen hhae tahn pruwvz dhaet iht ehs iy ziy er tuw cheynjh dhah shiyts dhaen tuw cheynjh hhaek niyd kaan sehpts wehn iht kahmz tuw driy mihng ahp row maen tihk kaa mah diyz .
10685	ah fehr liy hhaarm lahs baht ahl tah maht liy layf lahs feature-length afterschool speh shahl .
10686	ay kah n't rih mehm ber dhah laest taym ay sao ah muw viy wehr ay waan tahd sow baed liy faor dhah prow tae gah nahst tuw feyl .
10687	... dhah hhowl thihng sahk siy dahd own liy ihn mey kihng miy graa giy .
10688	layk mowst ahv yaeg lahm ehs fihlmz , sahm ahv iht ihz aa nah stliy ah fehk tihng , baht maor ahv iht siymz kahn trayvd ahnd seh kahnd hhaend .
10689	wahn laong , nah mihng aek shahn siyk wahns meyd ahp mow stliy ahv ruw tiyn stahf ywehn hhaez gih vahn ahs bih faor .
10690	faor geh tah bahl , ihf good-hearted , muw viy .
10691	dhah fihlm ehs mowst ihm praa bah bahl fiyt ?
10692	iht dihd n't gow streyt tuw vih diy ow .
10693	... ah bawt aez ihk say tihng tuw waach aez tuw last-place bae skaht baol tiymz pley ihng wahn ah nah dher aan dhah fay nahl dey ahv dhah siy zahn .
10694	dhah shae tow ... ihz lehs kahn sernd wihdh kahl cher ahl ahnd pah lih tah kahl ih shuwz dhaen dow tihng aan ihts ihk sehn trihk kae rihk terz .
10695	kruw ahl ahnd ihn hhyuw mahn sih nah mae tihk pah nihsh mahnt ... say mahl tey niy ah sliy dih greydz ihts kae rihk terz , ihts staarz ahnd ihts aa diy ahns .
10696	iht ehs naat tuw faest ahnd naat tuw slow .
10697	iht ehs naat tuw rey siy ahnd iht ehs naat tuw ah fehn sihv .
10698	iht ehs naat tuw mahch ahv eh niy thihng .
10699	dhah greyt pih tiy ihz dhaet dhowz riy spaan sah bahl dihd n't kaht dhehr lao sahz -- ahnd aw erz -- ahnd retitle iht dhah aed vehn cherz ahv direct-to-video naesh , ahnd sehnd iht tuw ihts praa per hhowm .
10700	ah bawt aez er ih jhah nahl aez ah gaeng ster sweh tihng buh lahts wayl wer iy ihng ah bawt ah kaan traekt aan hhihz layf .
10701	aen ehmp tiy shehl ahv aen eh pihk rae dher dhaen dhah riyl diyl .
10702	wiy kuhd hhaev ihk spehk tahd ah lih tahl maor hhyuw mahn biy ihng , ahnd ah lih tahl lehs praa dahkt .
10703	ihn stehd ahv yuw zihng jhaorjh ahnd luw siy ehs mowst aab viy ahs dih fer ahn sihz tuw ihg nayt spaarks , lao rahns deh sper aht liy luhks ehl swehr , siy zihng aan jhaorjh ehs haplessness ahnd luw siy ehs per sah nae lih tiy tihks .
10704	weh dher kwih tihng wihl pruwv ahb zaor bihng tuw ah meh rah kahn aa diy ahn sahz ihz dah bey tah bahl .
10705	bih kahmz ah biht ahv ah mihsh maesh : ah tearjerker dhaet dahz n't ahnd ah thrih ler dhaet wow n't .
10706	fae mah liy tah geh dher nahs teyks ah baek siyt tuw inter-family ray vahl riy ahnd werk pleys aem bih shahn ... hhowl sahb plaats hhaev now ehk splah ney shahn aor iy vihn plaat reh lah vahns .
10707	graent ihz n't keh riy ahnd buh lahk ihz n't kae ther ihn .
10708	layk ah fihsh dhaet ehs layvd tuw laong , ao stahn paw erz ihn goldmember hhaez sahm ahn neh sah seh riy paarts ahnd ihz kihn dah raong ihn pley sahz .
10709	tuw tiy diy ahs aekts layt aan greyt skehrz ahnd ah guhd ser prayz ehn dihng .
10710	shyamalan shuhd staap tray ihng tuw pliyz hhihz maam .
10711	dhah ihn tay er muw viy ihz ihn niyd ahv ah sehn tihd baeth .
10712	ay ahm saa riy tuw sey dhaet dhihs shuhd siyl dhah diyl - aar nahld ihz naat , naor wihl hhiy biy , baek .
10713	dhah stao riy ahv trah bahl eh ver iy dey ... ihz sow skeh chiy iht ah mawnts tuw lih tahl maor dhaen prih lih mah neh riy nowts faor ah science-fiction hhao rer fihlm , ahnd dhah muw viy ehs fraeg mahn teh riy nae rah tihv stayl meyks piy sihng dhah stao riy tah geh dher frah strey tihng dih fah kahlt .
10714	ah muw viy tuw fer geht
10715	faor aol ahv ihts ihn sayts ihn tuw dhah driym werld ahv tiyn layf , ahnd ihts ih lehk traa nihk ihk spreh shahn thruw say ber kahl cher , dhah fihlm gihvz now kwaor ter tuw eh niy wahn siy kihng tuw puhl ah kow hhiy sihv stao riy awt ahv ihts 2â 1\/2 - aw er rah nihng taym .
10716	ih nahf ihz naat ah baed muw viy , jhahst miy diy ow ker .
10717	dhah per faor mahn sahz aar sow ow ver stey tihd , dhah ih fehkt kahmz aof aez self-parody .
10718	iht luhks guhd , baht iht ihz ih sehn shah liy ehmp tiy .
10719	dhah fihlm neh ver fayndz ihts town ahnd seh vrahl siynz rahn tuw laong .
10720	dhah ay diy ah ihz maor ihn trah stihng dhaen dhah skriyn pley , wihch laegz baed liy ihn dhah mih dahl ahnd ler chihz biht wiyn not-very-funny kaa mah diy , ahn kahn vihn sihng drah mae tihks ahnd sahm last-minute aek shahn straong liy reh mah nih sahnt ahv rahn low lah rahn .
